,index,Original_term,term,component,n,E,P,A,E_std,P_std,A_std
318,319,banter_with,banters with,behavior,13,0.77,0.82,1.78,0.16,0.08,0.11
319,320,baptist,baptist,identity,6,0.61,0.17,-0.03,0.15,0.16,0.1
320,321,baptist,baptist,modifier,3,0.49,0.76,0.21,0.37,0.22,0.19
321,322,baptize,baptizes,behavior,15,1.58,1.94,0.27,0.17,0.08,0.09
322,323,barbarian,barbarian,identity,2,-1.43,-0.36,0.56,0.18,0.13,0.1
323,324,barber,barber,identity,8,1.56,0.66,0.27,0.16,0.12,0.09
324,325,bard,bard,identity,1,1.22,0.83,0.81,0.22,0.16,0.14
325,326,bargain_with,bargains with,behavior,12,1.22,1.19,0.78,0.19,0.08,0.1
326,327,baring_ones_teeth,barings ones teeth,behavior,1,-0.89,0.72,0.58,0.18,0.09,0.09
327,328,barkeeper,barkeeper,identity,5,-1.56,-0.44,0.74,0.2,0.13,0.12
328,329,barmaid,barmaid,identity,7,0.75,-0.78,0.35,0.15,0.15,0.11
329,330,barman,barman,identity,1,0.37,0.42,1,0.15,0.13,0.13
330,331,baron,baron,identity,1,-0.09,1.82,0.77,0.14,0.14,0.1
331,332,baroness,baroness,identity,1,0.3,1.23,0.33,0.15,0.15,0.13
332,333,barricade,barricades,behavior,7,-1.63,1.5,0.59,0.21,0.08,0.09
333,334,barrister,barrister,identity,2,0.71,1.78,0.67,0.13,0.12,0.11
334,335,bartender,bartender,identity,11,1.15,1.1,2.11,0.19,0.16,0.16
335,336,barter_with,barters with,behavior,12,1.1,1.34,1.43,0.16,0.07,0.09
336,337,bash,bashes,behavior,12,-2.4,0.21,1.41,0.21,0.09,0.12
337,338,bastard,bastard,identity,7,-1.49,-0.86,0.4,0.21,0.16,0.13
338,339,bathe,bathes,behavior,11,1.36,0.53,-0.64,0.19,0.11,0.13
339,340,bathing_ababy,bathing a baby,behavior,1,0.78,0.95,0.45,0.21,0.09,0.1
340,341,batsman,batsman,identity,3,0.72,1,0.99,0.16,0.15,0.12
341,342,battered_woman,battered woman,identity,11,-0.33,-0.33,0.15,0.47,0.3,0.12
342,343,bawl_out,bawls out,behavior,15,-1.32,0.5,1.43,0.17,0.08,0.1
343,344,bayonet,bayonets,behavior,1,-1.35,1.45,1,0.24,0.08,0.09
344,345,be_averse_toward,is averse toward,behavior,2,-0.72,0.41,-0.17,0.16,0.09,0.11
345,346,be_devoted_to,is devoted to,behavior,2,2.24,1.75,-0.08,0.21,0.1,0.11
346,347,be_embittered_against,is embittered against,behavior,2,-0.63,0.44,0.24,0.17,0.09,0.11
347,348,be_grateful_to,is grateful to,behavior,2,2.54,1.5,-0.1,0.25,0.1,0.12
348,349,be_intimate_with,is intimate with,behavior,11,2.68,2.15,-0.19,0.2,0.09,0.11
349,350,be_kind_to,is kind to,behavior,1,1.82,1.41,0.1,0.23,0.1,0.11
350,351,be_owed_by,is owed by,behavior,1,0.76,1,-0.29,0.19,0.09,0.11
351,352,be_partial_to,is partial to,behavior,1,0.87,0.93,-0.4,0.2,0.11,0.13
352,353,be_sarcastic_toward,is sarcastic toward,behavior,14,-0.52,0.53,0.98,0.16,0.08,0.09
353,354,be_toady_to,is toady to,behavior,1,-0.27,0.13,-0.04,0.2,0.12,0.12
354,355,beadle,beadle,identity,1,-0.13,-0.34,-0.37,0.19,0.14,0.11
355,356,beam_at,beams at,behavior,9,1.54,1.44,0.1,0.21,0.09,0.13
356,357,bean_counter,bean counter,identity,1,0.44,-0.83,-0.41,0.19,0.14,0.22
357,358,bear_witness_against,bears witness against,behavior,1,0.66,1.14,-0.19,0.23,0.08,0.13
358,359,beat,beats,behavior,7,-1.75,1.61,1.9,0.36,0.09,0.14
359,360,beat_up,beats up,behavior,13,-2.79,1.45,2.36,0.29,0.08,0.15
360,361,beautician,beautician,identity,9,1.21,0,0.96,0.12,0.11,0.09
361,362,beautiful,beautiful,modifier,7,2.59,2.3,0.47,0.23,0.14,0.12
362,363,beauty,beauty,identity,13,2.1,1.94,0.22,0.16,0.16,0.11
363,364,beckon,beckons,behavior,5,0.95,1.04,0.32,0.18,0.08,0.09
364,365,beckon_to,beckons to,behavior,12,1.37,0.9,0.15,0.18,0.09,0.09
365,366,beckoning,beckons,behavior,1,0.93,1.04,0.32,0.18,0.08,0.09
366,367,bed,beds,behavior,8,0.64,1.54,-0.36,0.24,0.1,0.12
367,368,befriend,befriends,behavior,10,2.18,2.11,0.13,0.18,0.09,0.09
368,369,befuddle,befuddles,behavior,10,-1.22,0.4,0.73,0.16,0.08,0.09
369,370,beg,begs,behavior,17,-1.51,-1.07,0.55,0.19,0.24,0.12
370,371,beg_childishly,begs childishly,behavior,2,-1.42,-1.06,0.66,0.16,0.22,0.13
371,372,beg_from,begs from,behavior,1,-1.46,-1.13,-0.01,0.18,0.24,0.14
372,373,beggar,beggar,identity,15,-1.3,-2.56,-0.53,0.18,0.26,0.11
373,374,beginner,beginner,identity,16,0.37,-1.44,-0.83,0.17,0.18,0.14
374,375,begrudge,begrudges,behavior,7,-1.41,0.39,-0.54,0.18,0.08,0.13
375,376,beguile,beguiles,behavior,1,-0.24,1.06,0.15,0.18,0.07,0.1
376,377,belgian,belgian,identity,2,0.63,0.23,0.41,0.13,0.16,0.1
377,378,believe,believes,behavior,13,1.7,1.62,-0.15,0.2,0.09,0.1
378,379,belittle,belittles,behavior,14,-2.91,0.18,-0.19,0.25,0.1,0.12
379,380,bellboy,bellboy,identity,2,1.3,-0.21,0.23,0.14,0.14,0.12
380,381,bellhop,bellhop,identity,10,0.99,-0.27,0.41,0.14,0.12,0.13
381,382,belligerent,belligerent,modifier,11,-2.22,-0.46,1.89,0.22,0.15,0.17
382,383,bellman,bellman,identity,2,1.13,0.28,-0.01,0.14,0.13,0.18
383,384,bellow_at,bellows at,behavior,11,-1.27,0.83,1.92,0.19,0.08,0.12
384,385,beloved,beloved,identity,2,2.54,1.57,0.27,0.17,0.16,0.1
385,386,beloved,beloved,modifier,1,2.99,2.67,0.42,0.24,0.17,0.11
386,387,bend,bends,behavior,6,-0.6,1.19,-0.08,0.21,0.07,0.11
387,388,benefactor,benefactor,identity,9,1.98,1.94,0.05,0.15,0.14,0.1
388,389,benevolent,benevolent,modifier,7,2.18,1.9,-0.25,0.22,0.14,0.13
389,390,bengali_movie_director,bengali movie director,identity,2,0.72,1.07,1.23,0.13,0.19,0.18
390,391,bengali_movie_hero,bengali movie hero,identity,2,1.7,1.66,1.77,0.26,0.33,0.19
391,392,bengali_movie_heroine,bengali movie heroine,identity,2,1.12,0.73,1.52,0.15,0.15,0.15
392,393,bequeath_to,bequeaths to,behavior,7,1.26,1.31,-0.6,0.2,0.11,0.13
393,394,berate,berates,behavior,13,-1.35,0.91,0.98,0.2,0.08,0.1
394,395,bereaved_relative,bereaved relative,identity,1,1.88,1.22,0.79,0.16,0.16,0.15
395,396,beseech,beseeches,behavior,17,-0.67,0.56,0.57,0.15,0.07,0.08
396,397,best_friend,best friend,identity,12,3.4,2.9,1.25,0.22,0.17,0.1
397,398,best_man,best man,identity,9,2.48,1.24,0.81,0.16,0.14,0.09
398,399,bestow_something_to,bestows something to,behavior,5,2.1,2.14,0.44,0.18,0.09,0.09
399,400,betray,betrays,behavior,11,-2.57,1.08,-0.07,0.24,0.07,0.11
400,401,betrayed,betrayed,modifier,10,-2.9,0.45,0.15,0.25,0.13,0.12
401,402,better_half,better half,identity,1,0.92,0.27,0.15,0.23,0.15,0.11
402,403,bewilder,bewilders,behavior,12,-1.62,0.38,0.01,0.15,0.08,0.1
403,404,bewitch,bewitches,behavior,10,-0.9,1.09,0.59,0.19,0.07,0.08
404,405,bias,biases,behavior,10,-1.49,0.2,0.02,0.19,0.08,0.1
405,406,bicker_with,bickers with,behavior,9,-1.55,0.37,2.04,0.18,0.09,0.12
406,407,bicycle_repairman,bicycle repairman,identity,1,1.17,-0.36,-0.38,0.12,0.12,0.08
407,408,big,big,modifier,6,0.86,1.72,0.28,0.28,0.13,0.15
408,409,big_brother,big brother,identity,6,1.46,1.46,1.31,0.16,0.18,0.1
409,410,big_city_mayor,big city mayor,identity,1,0.63,1.69,1.13,0.13,0.13,0.11
410,411,big_shot,big shot,identity,16,-0.63,0.43,1.46,0.19,0.23,0.12
411,412,big_sister,big sister,identity,6,1.68,1.01,1.13,0.16,0.15,0.1
412,413,bigamist,bigamist,identity,12,-1.99,-0.28,0.95,0.18,0.14,0.11
413,414,bigfoot_mythical,bigfoot mythical,identity,1,-1.3,-0.57,0.53,0.22,0.16,0.13
414,415,bigot,bigot,identity,14,-2.7,-0.76,1.32,0.21,0.16,0.12
415,416,bill,bills,behavior,15,-0.09,1.3,-0.2,0.18,0.07,0.1
416,417,bill_collector,bill collector,identity,14,-1.18,1.52,0.99,0.22,0.14,0.12
417,418,bind,binds,behavior,18,-1.37,1.53,0.22,0.21,0.08,0.11
418,419,biographer,biographer,identity,2,1.58,1.68,-0.54,0.15,0.15,0.11
419,420,biologist,biologist,identity,7,1.75,1.43,-0.17,0.13,0.15,0.1
420,421,bisexual,bisexual,identity,15,0.4,-0.19,0.09,0.15,0.13,0.11
421,422,bisexual_female,bisexual female,identity,2,1.1,0.46,0.55,0.16,0.21,0.12
422,423,bisexual_male,bisexual male,identity,2,0.54,0.91,0.74,0.14,0.23,0.12
423,424,bishop,bishop,identity,1,1.59,2.33,0.01,0.14,0.17,0.11
424,425,bitch,bitch,identity,10,-2.36,-0.22,1.78,0.24,0.14,0.16
425,426,bitchy,bitchy,modifier,10,-2.58,0.02,2.3,0.29,0.13,0.2
426,427,bite,bites,behavior,13,-2.19,0.86,1.48,0.25,0.08,0.13
427,428,bitter,bitter,modifier,18,-2.23,-0.48,-0.67,0.2,0.14,0.16
428,429,blabber_to,blabbers to,behavior,11,-1.27,-0.27,1.59,0.18,0.13,0.12
429,430,blabbermouth,blabbermouth,identity,13,-1.83,-0.17,2.58,0.23,0.15,0.19
430,431,black,black,identity,8,0.82,0.59,1.04,0.15,0.12,0.11
431,432,black,black,modifier,12,0.34,0.78,0.85,0.24,0.14,0.14
432,433,black_man,black man,identity,6,0.83,1.19,1.42,0.18,0.14,0.16
433,434,black_professional,black professional,identity,6,1.56,1.4,0.71,0.13,0.13,0.09
434,435,black_woman,black woman,identity,6,1.24,0.94,1.47,0.14,0.15,0.16
435,436,blackguard,blackguard,identity,1,0.22,0.41,0.15,0.17,0.13,0.14
436,437,blackmail,blackmails,behavior,13,-2.48,1.48,-0.23,0.26,0.08,0.12
437,438,blacksmith,blacksmith,identity,11,1.14,1.18,0.95,0.17,0.14,0.1
438,439,blame,blames,behavior,19,-1.77,-0.37,0.8,0.17,0.13,0.1
439,440,blasphemer,blasphemer,identity,1,-1.84,-0.05,0.11,0.19,0.13,0.17
440,441,bleeder,bleeder,identity,3,-2.45,-0.46,-0.42,0.27,0.2,0.15
441,442,bless,blesses,behavior,19,2.38,1.94,-0.29,0.2,0.1,0.12
442,443,blessed_virgin,blessed virgin,identity,1,1.69,0.99,-1.12,0.19,0.15,0.16
443,444,blind,blinds,behavior,7,-2.69,1.46,0.57,0.25,0.1,0.13
444,445,blind_date,blind date,identity,14,0.49,-0.56,-0.33,0.2,0.25,0.17
445,446,blind_person,blind person,identity,8,0.36,-1.21,-1.49,0.15,0.18,0.18
446,447,blinded,blinded,modifier,1,-2.01,-1.04,-0.36,0.25,0.16,0.16
447,448,blinking,blinkings,behavior,1,-0.48,0.26,0.22,0.16,0.1,0.1
448,449,bloc_quebecois,bloc quebecois,identity,1,0.29,-0.02,0.5,0.13,0.14,0.09
449,450,block,blocks,behavior,8,-0.71,1.4,0.28,0.2,0.08,0.11
450,451,blockhead,blockhead,identity,10,-1.49,-1.42,-0.73,0.19,0.18,0.13
451,452,blogger,blogger,identity,6,0.45,0.33,0.87,0.13,0.12,0.12
452,453,blonde,blonde,identity,11,0.55,0.15,0.86,0.17,0.12,0.1
453,454,blood_donor,blood donor,identity,10,2.8,2.22,-0.34,0.19,0.15,0.11
454,455,blue,blue,modifier,16,-2.08,-1.37,-1.91,0.21,0.18,0.19
455,456,blue_collar_worker,blue collar worker,identity,8,1.33,-0.13,0.4,0.13,0.14,0.08
456,457,bluff,bluffs,behavior,12,-0.64,1.01,-0.05,0.17,0.07,0.12
457,458,board_director,board director,identity,8,1.11,2.5,1.07,0.14,0.15,0.12
458,459,boarder,boarder,identity,11,0.74,-0.32,-0.03,0.15,0.17,0.12
459,460,boaster,boaster,identity,1,-1.57,-0.64,0.6,0.19,0.14,0.18
460,461,bodyguard,bodyguard,identity,13,1.92,2.59,0.38,0.15,0.15,0.12
461,462,bohemian,bohemian,identity,11,0.63,-0.14,0.08,0.12,0.12,0.11
462,463,boiler_engineer,boiler engineer,identity,1,1,0.54,-0.03,0.15,0.2,0.11
463,464,bold,bold,modifier,14,1.46,1.83,1.61,0.25,0.14,0.13
464,465,bollywood_film,,other,2,,,,,,
465,466,bollywood_movie_director,bollywood movie director,identity,2,0.57,1.19,1.73,0.14,0.13,0.13
466,467,bollywood_movie_hero,bollywood movie hero,identity,2,1.44,1.74,2.23,0.3,0.32,0.13
467,468,bollywood_movie_heroine,bollywood movie heroine,identity,2,0.92,0.74,1.99,0.18,0.13,0.13
468,469,bomber,bomber,identity,1,-0.95,0.71,1.2,0.3,0.14,0.13
469,470,bonehead,bonehead,identity,9,-1.66,-1.73,-0.72,0.18,0.2,0.14
470,471,boob,boob,identity,3,-0.81,-1.03,0.09,0.23,0.17,0.12
471,472,booby,booby,identity,1,-1.18,-1.41,-0.37,0.18,0.18,0.12
472,473,bookbinder,bookbinder,identity,1,1.04,0.39,-0.79,0.13,0.11,0.11
473,474,bookie,bookie,identity,11,-0.61,0.67,-0.01,0.16,0.13,0.1
474,475,bookkeeper,bookkeeper,identity,10,1.18,-0.06,-1.34,0.15,0.12,0.15
475,476,bookworm,bookworm,identity,12,1.28,0.21,-1.99,0.17,0.16,0.22
476,477,boor,boor,identity,10,-0.69,-0.66,-0.93,0.18,0.16,0.13
477,478,bootblack,bootblack,identity,2,-0.54,-0.22,0.62,0.17,0.14,0.1
478,479,bootlick,bootlicks,behavior,5,-0.67,0.83,1.36,0.21,0.08,0.11
479,480,bootlicker,bootlicker,identity,4,-0.86,-0.54,0.54,0.27,0.14,0.11
480,481,booze_with,boozes with,behavior,6,0.36,0.46,1.4,0.22,0.11,0.12
481,482,boozer,boozer,identity,4,-1.13,-0.86,0.1,0.2,0.17,0.11
482,483,border_police_acts,borders police acts,behavior,1,-0.58,0.67,0.23,0.19,0.1,0.11
483,484,bore,bore,identity,13,-1.3,-1.32,-1.86,0.23,0.23,0.24
484,485,bored,bored,modifier,9,-1.67,-0.9,-1.96,0.18,0.14,0.17
485,486,boring,boring,modifier,11,-1.64,-1.69,-2.4,0.18,0.19,0.2
486,487,born_again_christian,born again christian,identity,7,1.55,0.98,0.6,0.13,0.14,0.08
487,488,borrow_money_from,borrows money from,behavior,14,-0.45,-0.63,-0.67,0.15,0.17,0.14
488,489,bosnian,bosnian,identity,1,0.05,-0.43,0.73,0.14,0.21,0.09
489,490,boss,bosses,behavior,12,-1.01,1.58,1.39,0.25,0.1,0.11
490,491,boss,boss,identity,19,1.01,2.71,1.06,0.14,0.19,0.11
491,492,boss_around,bosses around,behavior,5,-0.83,1.11,1.08,0.18,0.11,0.1
492,493,bossy,bossy,modifier,15,-1.43,1.03,1.87,0.24,0.14,0.13
493,494,bot,bot,identity,1,-0.37,-0.11,0.25,0.24,0.2,0.14
494,495,bother,bothers,behavior,10,-1.79,0.49,1.69,0.19,0.08,0.1
495,496,bouncer,bouncer,identity,14,0.42,2.19,0.51,0.15,0.15,0.1
496,497,bow_to,bows to,behavior,13,0.43,-0.04,-1.3,0.18,0.15,0.2
497,498,box,boxes,behavior,7,-0.77,1.46,1.67,0.25,0.09,0.12
498,499,boxer,boxer,identity,12,0.79,2.27,2.29,0.16,0.17,0.2
499,500,boy,boy,identity,17,1.15,0.6,1.46,0.18,0.17,0.12
500,501,boy_bachelor,boy bachelor,identity,2,0.92,0.48,1.39,0.15,0.15,0.15
501,502,boy_scout,boy scout,identity,11,1.79,0.31,0.94,0.14,0.13,0.1
502,503,boycotts,boycotts,behavior,1,-0.97,0.84,1.09,0.2,0.09,0.1
503,504,boyfriend,boyfriend,identity,15,1.82,1.45,0.89,0.14,0.16,0.09
504,505,braggard,braggard,identity,1,-1.6,-0.85,1.28,0.19,0.14,0.11
505,506,braggart,braggart,identity,13,-1.5,-0.76,1.68,0.2,0.15,0.13
506,507,brahmin,brahmin,identity,2,0.29,0.12,-0.42,0.15,0.15,0.12
507,508,brain,brain,identity,11,3.01,3.37,2.07,0.25,0.25,0.18
508,509,brat,brat,identity,19,-2.37,-0.33,2.23,0.28,0.18,0.18
509,510,brave,brave,modifier,17,3.1,2.94,1.4,0.25,0.18,0.15
510,511,brawl_with,brawls with,behavior,9,-1.86,0.76,2.49,0.24,0.09,0.15
511,512,breadwinner,breadwinner,identity,7,2.22,2.28,0.54,0.15,0.16,0.1
512,513,break_up_with,breaks up with,behavior,7,-1.08,1.33,0.6,0.18,0.07,0.09
513,514,breaking_diplomatic_relations,breaks diplomatic relations,behavior,1,-2.33,1.36,0.93,0.22,0.09,0.1
514,515,breastfeed,breastfeeds,behavior,2,-0.72,0.75,0.13,0.25,0.09,0.1
515,516,bribe,bribes,behavior,18,-1.21,1.03,0.16,0.2,0.07,0.11
516,517,bribe_translation_1,bribes,behavior,2,-1.23,1.03,0.16,0.22,0.08,0.1
517,518,bribe_translation_2,,behavior,2,,,,,,
518,519,briber,briber,identity,2,-1.57,0.08,-0.27,0.26,0.17,0.12
519,520,bricklayer,bricklayer,identity,9,1.17,0.52,0.1,0.11,0.13,0.1
520,521,bride,bride,identity,15,2.22,1.87,0.99,0.16,0.15,0.11
521,522,bridegroom,bridegroom,identity,13,1.75,1.45,0.28,0.12,0.14,0.11
522,523,bridesmaid,bridesmaid,identity,13,1.91,0.38,0.87,0.12,0.13,0.09
523,524,brief,briefs,behavior,15,1.25,1.18,0.36,0.18,0.08,0.1
524,525,brigadier,brigadier,identity,1,0.89,2.11,0.97,0.17,0.15,0.11
525,526,brigand,brigand,identity,1,-2.1,0.07,0.87,0.22,0.16,0.14
526,527,bright,bright,modifier,17,3.03,2.51,1.18,0.25,0.14,0.14
527,528,bright_spirited,bright spirited,modifier,1,3.13,2.43,1.7,0.28,0.17,0.18
528,529,bring_something_to,brings something to,behavior,1,1.58,1.69,0.2,0.17,0.08,0.09
529,530,brit,brit,identity,1,0.32,0.13,1.29,0.15,0.16,0.11
530,531,british_soldier,british soldier,identity,1,1.57,1.48,1.37,0.14,0.12,0.1
531,532,briton,briton,identity,2,0.28,0.08,0.8,0.19,0.14,0.11
532,533,broad,broad,identity,9,-0.31,-0.2,0.81,0.15,0.13,0.1
533,534,broad_minded,broad minded,modifier,13,2.35,1.98,0.04,0.23,0.14,0.12
534,535,broadcast_news_analyst,broadcast news analyst,identity,6,0.73,1.21,1.33,0.15,0.13,0.14
535,536,broken_hearted,broken hearted,modifier,17,-2.69,-0.44,-1.41,0.26,0.12,0.18
536,537,brother,brother,identity,18,1.73,1.64,1.38,0.15,0.12,0.11
537,538,brother_elder,brother elder,identity,1,1.93,1.67,1,0.18,0.2,0.14
538,539,brother_in_law,brother in law,identity,15,1.01,0.23,0.43,0.13,0.12,0.09
539,540,brother_younger,brother younger,identity,1,1.72,1.03,1.15,0.19,0.27,0.17
540,541,browbeat,browbeats,behavior,14,-1.85,0.97,0.81,0.18,0.07,0.09
541,542,brown_nose,browns nose,behavior,3,-0.9,0.57,0.49,0.25,0.1,0.13
542,543,bruiser,bruiser,identity,1,-2.26,-0.58,0.32,0.19,0.15,0.13
543,544,brunette,brunette,identity,11,1.14,0.47,0.34,0.13,0.12,0.09
544,545,brush_off,brushes off,behavior,7,-0.68,0.56,0.08,0.17,0.09,0.1
545,546,brutalize,brutalizes,behavior,13,-3.28,1.01,1.54,0.29,0.08,0.11
546,547,brute,brute,identity,18,-2.07,1.54,1.44,0.25,0.18,0.12
547,548,buddhist,buddhist,identity,8,1.31,0.57,-1.67,0.16,0.13,0.19
548,549,buddy,buddy,identity,13,2.66,1.89,1.01,0.15,0.13,0.09
549,550,buffoon,buffoon,identity,9,-1.44,-1.44,0.83,0.19,0.16,0.12
550,551,bug,bugs,behavior,7,-1.65,0.28,1.51,0.2,0.09,0.12
551,552,building_contractor,building contractor,identity,7,1.12,1.35,1.01,0.15,0.14,0.1
552,553,building_superintendent,building superintendent,identity,1,0.99,1.12,0.27,0.1,0.15,0.1
553,554,bulimic,bulimic,identity,1,-0.73,-1.09,0.36,0.18,0.16,0.13
554,555,bulldozer_operator,bulldozer operator,identity,11,0.43,1.07,1.22,0.15,0.12,0.11
555,556,bullheaded,bullheaded,modifier,6,-1.6,0.2,1.14,0.21,0.12,0.12
556,557,bully,bullies,behavior,15,-2.51,0.51,1.68,0.25,0.09,0.11
557,558,bully,bully,identity,16,-2.88,0.73,1.56,0.27,0.17,0.15
558,559,bullying_dadagiri,bullying dadagiri,modifier,2,-2.97,0.53,1.8,0.27,0.12,0.16
559,560,bullys_victim,bullys victim,identity,2,-1.01,-1.27,-0.31,0.39,0.56,0.41
560,561,bum,bum,identity,16,-1.53,-2.38,-1.39,0.2,0.28,0.21
561,562,bumpkin,bumpkin,identity,3,-1.02,-1.44,0.76,0.18,0.16,0.13
562,563,bureaucracy,bureaucracy,identity,1,0.04,0.92,0.02,0.16,0.16,0.11
563,564,bureaucrat,bureaucrat,identity,11,-0.48,1.23,0.1,0.16,0.14,0.1
564,565,burglar,burglar,identity,14,-2.61,0,0,0.24,0.14,0.11
565,566,bury,buries,behavior,10,-0.13,1.27,-0.94,0.21,0.09,0.16
566,567,bus_conductor,bus conductor,identity,2,1.43,0.59,0.52,0.15,0.13,0.09
567,568,bus_driver,bus driver,identity,15,1.27,0.07,0.08,0.15,0.12,0.08
568,569,busboy,busboy,identity,10,1.05,-0.65,0.38,0.19,0.17,0.11
569,570,business_economist,business economist,identity,1,1.32,1.42,0.56,0.12,0.12,0.19
570,571,business_school_student,business school student,identity,1,1.43,0.15,1.34,0.17,0.2,0.11
571,572,businessman,businessman,identity,12,0.7,1.75,1.31,0.12,0.15,0.1
572,573,businesswoman,businesswoman,identity,10,1.82,2.24,1.58,0.15,0.18,0.11
573,574,busybody,busybody,identity,11,0.12,0.38,2.28,0.15,0.12,0.15
574,575,butch,butch,identity,2,-1.51,-1.02,0.16,0.2,0.17,0.15
575,576,butcher,butcher,identity,13,0.65,0.72,0.72,0.16,0.14,0.11
576,577,butter_up,butters up,behavior,11,0.2,1.1,0.18,0.19,0.08,0.09
577,578,butterfingers,butterfingers,identity,3,0.22,-0.38,-0.16,0.24,0.18,0.13
578,579,buy_something_for,buys something for,behavior,1,1.13,1.71,0.06,0.18,0.08,0.11
579,580,buy_something_from,buys something from,behavior,1,0.76,1.5,-0.1,0.19,0.08,0.09
580,581,bystander,bystander,identity,14,-0.14,-0.63,-1.18,0.14,0.14,0.16
581,582,cabinet_maker,cabinet maker,identity,7,1.06,0.61,0.24,0.12,0.11,0.09
582,583,cabinet_member,cabinet member,identity,7,0.76,1.65,0.41,0.13,0.19,0.09
583,584,cad,cad,identity,9,-1.44,-0.86,0.75,0.21,0.16,0.11
584,585,caddie,caddie,identity,1,0.56,-0.56,0.18,0.16,0.16,0.11
585,586,cadet,cadet,identity,1,1.11,0.36,1,0.16,0.17,0.11
586,587,cadre,cadre,identity,1,-0.22,0.58,0.13,0.31,0.18,0.11
587,588,cajole,cajoles,behavior,15,-0.53,0.65,0.89,0.15,0.07,0.09
588,589,call,calls,behavior,12,1.47,1.27,0.85,0.19,0.09,0.11
589,590,call_girl,call girl,identity,13,-0.99,-0.86,0.87,0.2,0.15,0.1
590,591,caller,caller,identity,1,0.5,0.32,0.92,0.17,0.15,0.11
591,592,calm,calms,behavior,12,2.71,1.99,-1.68,0.23,0.1,0.22
592,593,calm,calm,modifier,19,2.8,1.91,-2.12,0.27,0.15,0.21
593,594,candid,candid,modifier,10,1.3,1.1,0.75,0.2,0.13,0.12
594,595,candidate,candidate,identity,2,0.81,0.63,0.62,0.14,0.16,0.14
595,596,cantankerous,cantankerous,modifier,7,-1.23,0.01,0.83,0.27,0.14,0.14
596,597,capitalist,capitalist,identity,15,-0.02,1.16,0.72,0.16,0.18,0.09
597,598,captain,captain,identity,3,1.93,2.83,1.62,0.17,0.18,0.13
598,599,captivate,captivates,behavior,10,2.47,2.75,1.3,0.25,0.13,0.1
599,600,captivated,captivated,modifier,9,1.83,1.35,0.63,0.19,0.14,0.13
600,601,captive,captive,identity,14,-1.07,-2.63,-0.7,0.18,0.29,0.15
601,602,capture,captures,behavior,13,-1,2.04,1.16,0.23,0.09,0.1
602,603,capture_translation_1,,behavior,2,,,,,,
603,604,capture_translation_2,captures,behavior,2,-0.99,2.03,1.16,0.24,0.09,0.1
604,605,car_driver,car driver,identity,4,0.85,0.99,1.29,0.15,0.14,0.14
605,606,card,card,identity,3,0.64,0.63,0.38,0.15,0.14,0.11
606,607,cardinal,cardinal,identity,1,1.31,2.18,-0.38,0.2,0.14,0.11
607,608,cardiologist,cardiologist,identity,2,1.43,1.06,-0.4,0.15,0.12,0.11
608,609,care_for,cares for,behavior,14,3.27,2.74,-0.49,0.26,0.13,0.13
609,610,carefree,carefree,modifier,10,1.88,0.95,-0.09,0.22,0.15,0.12
610,611,careful,careful,modifier,7,1.75,1.29,-1.4,0.19,0.13,0.16
611,612,careless,careless,modifier,17,-1.72,-1.03,0.16,0.2,0.16,0.14
612,613,caress,caresses,behavior,16,2.33,1.44,-1.57,0.23,0.1,0.2
613,614,caress_coddle,caresses coddle,behavior,2,2.26,1.3,-1.48,0.23,0.1,0.19
614,615,caressing,caressing,behavior,1,1.3,1.24,0.13,0.27,0.09,0.14
615,616,caretaker,caretaker,identity,1,1.9,0.81,-0.82,0.16,0.17,0.17
616,617,caring,caring,modifier,7,3.23,2.66,-0.57,0.23,0.16,0.13
617,618,carpenter,carpenter,identity,12,1.19,0.58,0.92,0.14,0.18,0.1
618,619,carry,carries,behavior,3,1.83,1.77,-0.58,0.21,0.1,0.14
619,620,cashier,cashier,identity,11,0.6,-1,0.35,0.14,0.15,0.09
620,621,casual_laborer,casual laborer,identity,6,0.75,-0.53,-0.14,0.12,0.12,0.09
621,622,catch,catches,behavior,12,-0.17,1.8,1.08,0.22,0.08,0.1
622,623,catch_seize,catches seize,behavior,2,-0.33,1.8,1.32,0.21,0.08,0.12
623,624,catholic,catholic,identity,14,0.53,0.37,-0.18,0.14,0.11,0.08
624,625,catholic,catholic,modifier,3,0.27,0.8,-0.09,0.24,0.15,0.12
625,626,caution,cautions,behavior,18,2.2,1.45,0.56,0.2,0.09,0.09
626,627,cautious,cautious,modifier,16,1.87,1.05,-1.51,0.21,0.14,0.13
627,628,cave_in_to,caves in to,behavior,6,-1.14,-0.96,-0.56,0.18,0.23,0.17
628,629,ceasing_economic_restrictions,ceases economic restrictions,behavior,1,-1.13,0.87,0.05,0.16,0.08,0.1
629,630,celebrating_holidays,celebrates holidays,behavior,1,2.76,2.12,1.12,0.21,0.09,0.11
630,631,celebrity,celebrity,identity,18,0.29,2.13,2.01,0.15,0.16,0.16
